transaction_id,period,entity,account_code,amount,currency,status
T000080,2025-12,N03,0500,-487.46,EUR,posted
T000081,2025-12,N03,0420,-378.99,EUR,posted
T000082,2025-12,N03,0500,-372.72,EUR,posted
T000083,2025-12,N03,0510,-833.43,EUR,posted
T000084,2025-12,N03,0420,173.07,EUR,posted
T000085,2025-12,N03,0400,868.51,EUR,posted
T000086,2025-12,N03,0400,879.18,EUR,posted
T000087,2025-12,N03,0400,881.35,EUR,posted
T000088,2025-12,N03,0400,361.24,EUR,posted
T000089,2025-12,N03,0500,-321.22,EUR,posted
T000090,2025-12,N03,0500,-542.16,EUR,posted
T000091,2025-12,N03,0410,370.99,EUR,posted
T000092,2025-12,N03,0500,-159.04,EUR,posted
T000093,2025-12,N03,0400,406.76,EUR,posted
T000094,2025-12,N03,0400,1287.79,EUR,posted
T000095,2025-12,N03,0410,635.95,EUR,posted
T000096,2025-12,N03,0420,146.86,EUR,posted
T000097,2025-12,N03,0500,-555.91,EUR,posted
T000098,2025-12,N03,0500,-340.42,EUR,posted
T000099,2025-12,N03,0500,-309.73,EUR,posted
T000100,2025-12,N03,0410,312.93,EUR,posted
T000101,2025-12,N03,0410,397.36,EUR,posted
T000102,2025-12,N03,0410,369.95,EUR,posted
T000103,2025-12,N03,0400,721.65,EUR,posted
T000104,2025-12,N03,0400,309.99,EUR,posted
T000105,2025-12,N03,0400,836.40,EUR,posted
T000106,2025-12,N03,0410,176.44,EUR,posted
T000107,2025-12,N03,0400,717.64,EUR,posted
T000108,2025-12,N03,0500,-511.55,EUR,posted
T000109,2025-12,N03,0510,-210.45,EUR,posted
T000110,2025-12,N03,0500,-267.66,EUR,posted
T000111,2025-12,N03,0500,-287.96,EUR,posted
T000112,2025-12,N03,0400,1092.74,EUR,posted
T000113,2025-12,N03,0400,730.98,EUR,posted
T000114,2025-12,N03,0400,1592.60,EUR,posted
T000115,2025-12,N03,0600,-690.30,EUR,posted
T000116,2025-12,N03,0420,1262.69,EUR,cancelled
T000117,2025-12,N03,0600,-1271.67,EUR,posted
T000118,2025-12,N03,0500,-284.51,EUR,posted
T000119,2025-12,N03,0420,-394.00,EUR,posted
T000120,2025-12,N03,0500,-405.18,EUR,posted
T000121,2025-12,N03,0400,898.09,EUR,posted
T000122,2025-12,N03,0500,-375.30,EUR,posted
T000123,2025-12,N03,0400,713.97,EUR,posted
T000124,2025-12,N03,0400,732.67,EUR,posted
