transaction_id,period,entity,account_code,amount,currency,status
T000086,2026-01,N03,0400,1315.58,EUR,posted
T000087,2026-01,N03,0500,-573.15,EUR,posted
T000088,2026-01,N03,0400,1064.00,EUR,posted
T000089,2026-01,N03,0510,-473.02,EUR,posted
T000090,2026-01,N03,0600,-874.97,EUR,posted
T000091,2026-01,N03,0410,384.63,EUR,posted
T000092,2026-01,N03,0400,466.89,EUR,posted
T000093,2026-01,N03,0400,685.31,EUR,posted
T000094,2026-01,N03,0410,786.60,EUR,posted
T000095,2026-01,N03,0400,422.02,EUR,posted
T000096,2026-01,N03,0510,-172.95,EUR,posted
T000097,2026-01,N03,0500,-279.27,EUR,posted
T000098,2026-01,N03,0500,-366.96,EUR,posted
T000099,2026-01,N03,0400,553.60,EUR,posted
T000100,2026-01,N03,0410,289.19,EUR,posted
T000101,2026-01,N03,0420,291.98,EUR,posted
T000102,2026-01,N03,0410,262.21,EUR,posted
T000103,2026-01,N03,0400,524.30,EUR,posted
T000104,2026-01,N03,0410,286.58,EUR,posted
T000105,2026-01,N03,0420,-168.12,EUR,posted
T000106,2026-01,N03,0500,-387.59,EUR,posted
T000107,2026-01,N03,0400,1262.18,EUR,posted
T000108,2026-01,N03,0400,1207.89,EUR,posted
T000109,2026-01,N03,0510,-629.25,EUR,posted
T000110,2026-01,N03,0500,-699.05,EUR,posted
T000111,2026-01,N03,0400,995.17,EUR,posted
T000112,2026-01,N03,0500,-311.34,EUR,posted
T000113,2026-01,N03,0410,478.15,EUR,posted
T000114,2026-01,N03,0410,453.15,EUR,posted
T000115,2026-01,N03,0400,1270.62,EUR,posted
T000116,2026-01,N03,0400,1020.83,EUR,posted
T000117,2026-01,N03,0410,606.02,EUR,posted
T000118,2026-01,N03,0510,-244.89,EUR,posted
T000119,2026-01,N03,0500,-476.29,EUR,posted
T000120,2026-01,N03,0600,-777.84,EUR,posted
T000121,2026-01,N03,0420,103.26,EUR,posted
