transaction_id,period,entity,account_code,amount,currency,status
T000064,2025-11,N02,0500,-522.24,EUR,posted
T000065,2025-11,N02,0420,942.72,EUR,posted
T000066,2025-11,N02,0400,123.57,EUR,posted
T000067,2025-11,N02,0420,-396.09,EUR,posted
T000068,2025-11,N02,0500,-491.22,EUR,posted
T000069,2025-11,N02,0400,327.96,EUR,posted
T000070,2025-11,N02,0400,229.41,EUR,posted
T000071,2025-11,N02,0500,-512.65,EUR,posted
T000072,2025-11,N02,0500,-423.88,EUR,posted
T000073,2025-11,N02,0410,2790.30,EUR,posted
T000074,2025-11,N02,0410,3386.49,EUR,posted
T000075,2025-11,N02,0400,-605.55,EUR,posted
T000076,2025-11,N02,0400,127.98,EUR,posted
T000077,2025-11,N02,0610,-367.48,EUR,posted
T000078,2025-11,N02,0410,3515.65,EUR,posted
T000079,2025-11,N02,0500,-200.66,EUR,posted
T000080,2025-11,N02,0500,-317.38,EUR,posted
T000081,2025-11,N02,0400,92.22,EUR,posted
T000082,2025-11,N02,0510,-372.10,EUR,posted
T000083,2025-11,N02,0410,-750.38,EUR,posted
T000084,2025-11,N02,0510,-989.42,EUR,posted
T000085,2025-11,N02,0500,-262.27,EUR,posted
T000086,2025-11,N02,0400,349.40,EUR,posted
T000087,2025-11,N02,0510,-1094.20,EUR,posted
T000088,2025-11,N02,0410,4607.34,EUR,posted
T000089,2025-11,N02,0410,3679.33,EUR,posted
T000090,2025-11,N02,0400,147.55,EUR,posted
T000091,2025-11,N02,0500,-456.62,EUR,posted
T000092,2025-11,N02,0610,-1060.44,EUR,posted
T000093,2025-11,N02,0400,92.67,EUR,posted
T000094,2025-11,N02,0600,-1186.27,EUR,posted
T000095,2025-11,N02,0410,1189.25,EUR,posted
T000096,2025-11,N02,0500,-281.71,EUR,posted
T000097,2025-11,N02,0410,3087.80,EUR,posted
T000098,2025-11,N02,0400,393.36,EUR,posted
T000099,2025-11,N02,0500,-649.29,EUR,posted
T000100,2025-11,N02,0510,-1103.97,EUR,posted
T000101,2025-11,N02,0420,324.18,EUR,posted
T000102,2025-11,N02,0420,617.83,EUR,posted
T000103,2025-11,N02,0400,340.25,EUR,posted
T000104,2025-11,N02,0500,-506.49,EUR,posted
T000105,2025-11,N02,0500,-267.73,EUR,posted
T000106,2025-11,N02,0600,-567.74,EUR,posted
T000107,2025-11,N02,0500,-727.10,EUR,cancelled
T000108,2025-11,N02,0500,-464.69,EUR,posted
T000109,2025-11,N02,0500,-371.66,EUR,posted
T000110,2025-11,N02,0500,-420.76,EUR,posted
T000111,2025-11,N02,0500,-209.91,EUR,posted
T000112,2025-11,N02,0600,-839.62,EUR,posted
T000113,2025-11,N02,0420,429.29,EUR,posted
T000114,2025-11,N02,0420,456.84,EUR,posted
T000115,2025-11,N02,0400,383.09,EUR,posted
T000116,2025-11,N02,0400,319.75,EUR,posted
T000117,2025-11,N02,0400,110.15,EUR,posted
T000118,2025-11,N02,0400,328.22,EUR,posted
T000119,2025-11,N02,0400,249.56,EUR,posted
T000120,2025-11,N02,0500,-650.09,EUR,posted
T000121,2025-11,N02,0500,-184.32,EUR,posted
T000122,2025-11,N02,0500,-509.14,EUR,posted
T000123,2025-11,N02,0400,131.62,EUR,posted
T000124,2025-11,N02,0400,83.71,EUR,posted
T000125,2025-11,N02,0510,-664.81,EUR,posted
T000126,2025-11,N02,0500,-246.57,EUR,posted
T000127,2025-11,N02,0400,152.77,EUR,posted
T000128,2025-11,N02,0600,-820.46,EUR,posted
T000129,2025-11,N02,0610,-1434.37,EUR,cancelled
T000130,2025-11,N02,0400,192.19,EUR,posted
