transaction_id,period,entity,account_code,amount,currency,status
T000042,2025-11,N01,0600,-833.78,EUR,posted
T000043,2025-11,N01,0400,1373.99,EUR,posted
T000044,2025-11,N01,0400,1049.74,EUR,posted
T000045,2025-11,N01,0510,-706.39,EUR,posted
T000046,2025-11,N01,0410,755.99,EUR,posted
T000047,2025-11,N01,0410,688.92,EUR,posted
T000048,2025-11,N01,0500,-688.63,EUR,posted
T000049,2025-11,N01,0500,-360.37,EUR,posted
T000050,2025-11,N01,0500,-949.64,EUR,posted
T000051,2025-11,N01,0600,-1068.54,EUR,posted
T000052,2025-11,N01,0600,-749.34,EUR,posted
T000053,2025-11,N01,0410,564.59,EUR,posted
T000054,2025-11,N01,0500,-1147.72,EUR,posted
T000055,2025-11,N01,0410,368.66,EUR,posted
T000056,2025-11,N01,0510,-346.87,EUR,posted
T000057,2025-11,N01,0400,621.91,EUR,posted
T000058,2025-11,N01,0400,1373.30,EUR,posted
T000059,2025-11,N01,0410,-1017.78,EUR,posted
T000060,2025-11,N01,0410,643.18,EUR,posted
T000061,2025-11,N01,0500,-436.18,EUR,posted
T000062,2025-11,N01,0410,713.60,EUR,posted
T000063,2025-11,N01,0400,961.70,EUR,posted
T000064,2025-11,N01,0500,-808.97,EUR,posted
T000065,2025-11,N01,0500,-938.94,EUR,posted
T000066,2025-11,N01,0500,-534.39,EUR,posted
T000067,2025-11,N01,0600,-1865.87,EUR,posted
T000068,2025-11,N01,0400,781.58,EUR,posted
T000069,2025-11,N01,0420,648.77,EUR,posted
T000070,2025-11,N01,0510,-1203.60,EUR,posted
T000071,2025-11,N01,0610,-502.47,EUR,posted
T000072,2025-11,N01,0500,-228.23,EUR,posted
T000073,2025-11,N01,0500,-452.70,EUR,posted
T000074,2025-11,N01,0400,654.40,EUR,posted
T000075,2025-11,N01,0500,-1007.66,EUR,posted
T000076,2025-11,N01,0510,-606.54,EUR,posted
T000077,2025-11,N01,0500,-521.47,EUR,posted
T000078,2025-11,N01,0400,880.88,EUR,posted
T000079,2025-11,N01,0400,1248.08,EUR,posted
T000080,2025-11,N01,0500,-752.10,EUR,posted
T000081,2025-11,N01,0510,-387.30,EUR,posted
T000082,2025-11,N01,0500,-251.13,EUR,posted
T000083,2025-11,N01,0400,2477.22,EUR,posted
T000084,2025-11,N01,0420,985.17,EUR,posted
T000085,2025-11,N01,0410,1158.05,EUR,posted
T000086,2025-11,N01,0400,1038.81,EUR,posted
T000087,2025-11,N01,0500,-253.75,EUR,posted
T000088,2025-11,N01,0400,739.29,EUR,posted
T000089,2025-11,N01,0500,150.48,EUR,posted
T000090,2025-11,N01,0510,-1348.33,EUR,posted
T000091,2025-11,N01,0400,774.28,EUR,posted
T000092,2025-11,N01,0500,-222.53,EUR,posted
T000093,2025-11,N01,0400,2299.86,EUR,posted
T000094,2025-11,N01,0610,-712.43,EUR,posted
T000095,2025-11,N01,0400,1729.23,EUR,posted
T000096,2025-11,N01,0500,-273.53,EUR,posted
T000097,2025-11,N01,0500,-628.01,EUR,posted
T000098,2025-11,N01,0500,-820.85,EUR,posted
T000099,2025-11,N01,0400,967.34,EUR,posted
T000100,2025-11,N01,0610,-690.81,EUR,posted
T000101,2025-11,N01,0400,1549.07,EUR,posted
T000102,2025-11,N01,0510,-1020.01,EUR,posted
T000103,2025-11,N01,0400,533.11,EUR,posted
T000104,2025-11,N01,0400,1299.87,EUR,posted
T000105,2025-11,N01,0500,-834.33,EUR,posted
T000106,2025-11,N01,0610,-804.25,EUR,posted
T000107,2025-11,N01,0420,-550.00,EUR,posted
T000108,2025-11,N01,0400,2554.64,EUR,posted
T000109,2025-11,N01,0400,1651.98,EUR,posted
T000110,2025-11,N01,0400,1949.59,EUR,posted
T000111,2025-11,N01,0410,1442.85,EUR,posted
T000112,2025-11,N01,0500,-884.70,EUR,posted
T000113,2025-11,N01,0400,777.47,EUR,posted
T000114,2025-11,N01,0500,-411.52,EUR,posted
T000115,2025-11,N01,0500,-369.67,EUR,posted
T000116,2025-11,N01,0400,1636.40,EUR,posted
T000117,2025-11,N01,0410,1457.15,EUR,posted
T000118,2025-11,N01,0400,1603.47,EUR,posted
T000119,2025-11,N01,0500,-466.10,EUR,posted
T000120,2025-11,N01,0610,-207.12,EUR,posted
T000121,2025-11,N01,0410,1835.93,EUR,posted
T000122,2025-11,N01,0410,653.07,EUR,posted
T000123,2025-11,N01,0510,-1282.49,EUR,posted
T000124,2025-11,N01,0600,-1584.61,EUR,posted
T000125,2025-11,N01,0500,-963.40,EUR,posted
T000126,2025-11,N01,0400,2429.47,EUR,posted
T000127,2025-11,N01,0400,1940.02,EUR,posted
T000128,2025-11,N01,0500,467.77,EUR,posted
T000129,2025-11,N01,0410,640.23,EUR,posted
T000130,2025-11,N01,0500,-222.85,EUR,posted
T000131,2025-11,N01,0420,1113.62,EUR,posted
T000132,2025-11,N01,0610,-843.62,EUR,cancelled
T000133,2025-11,N01,0420,943.61,EUR,posted
