transaction_id,period,entity,account_code,amount,currency,status
T000039,2025-12,N01,0500,-251.68,EUR,posted
T000040,2025-12,N01,0600,-1526.37,EUR,posted
T000041,2025-12,N01,0400,1604.98,EUR,posted
T000042,2025-12,N01,0500,-660.87,EUR,posted
T000043,2025-12,N01,0510,-838.42,EUR,posted
T000044,2025-12,N01,0400,1481.83,EUR,posted
T000045,2025-12,N01,0500,-405.42,EUR,posted
T000046,2025-12,N01,0410,474.06,EUR,posted
T000047,2025-12,N01,0420,1115.08,EUR,posted
T000048,2025-12,N01,0610,-614.57,EUR,posted
T000049,2025-12,N01,0510,-714.73,EUR,posted
T000050,2025-12,N01,0410,1475.86,EUR,posted
T000051,2025-12,N01,0400,593.24,EUR,posted
T000052,2025-12,N01,0410,545.11,EUR,cancelled
T000053,2025-12,N01,0500,302.94,EUR,posted
T000054,2025-12,N01,0400,822.35,EUR,posted
T000055,2025-12,N01,0400,749.39,EUR,posted
T000056,2025-12,N01,0420,-665.08,EUR,posted
T000057,2025-12,N01,0610,-581.65,EUR,posted
T000058,2025-12,N01,0500,-274.71,EUR,posted
T000059,2025-12,N01,0510,-1734.63,EUR,posted
T000060,2025-12,N01,0420,1155.11,EUR,posted
T000061,2025-12,N01,0500,-611.90,EUR,posted
T000062,2025-12,N01,0500,-465.50,EUR,posted
T000063,2025-12,N01,0410,-355.09,EUR,posted
T000064,2025-12,N01,0400,1973.98,EUR,posted
T000065,2025-12,N01,0400,1962.81,EUR,posted
T000066,2025-12,N01,0420,616.10,EUR,posted
T000067,2025-12,N01,0500,-515.95,EUR,posted
T000068,2025-12,N01,0400,1339.30,EUR,posted
T000069,2025-12,N01,0500,-301.31,EUR,posted
T000070,2025-12,N01,0400,1151.27,EUR,posted
T000071,2025-12,N01,0500,-414.69,EUR,posted
T000072,2025-12,N01,0610,-742.37,EUR,posted
T000073,2025-12,N01,0500,-793.03,EUR,posted
T000074,2025-12,N01,0510,-828.31,EUR,posted
T000075,2025-12,N01,0400,1406.41,EUR,posted
T000076,2025-12,N01,0410,824.58,EUR,posted
T000077,2025-12,N01,0400,2366.33,EUR,posted
T000078,2025-12,N01,0510,-540.01,EUR,posted
T000079,2025-12,N01,0400,694.98,EUR,posted
T000080,2025-12,N01,0400,2524.28,EUR,posted
T000081,2025-12,N01,0400,1286.01,EUR,posted
T000082,2025-12,N01,0400,1027.42,EUR,posted
T000083,2025-12,N01,0500,-226.83,EUR,posted
T000084,2025-12,N01,0420,341.90,EUR,posted
T000085,2025-12,N01,0400,924.93,EUR,posted
T000086,2025-12,N01,0500,-603.50,EUR,posted
T000087,2025-12,N01,0410,1799.19,EUR,posted
T000088,2025-12,N01,0500,-273.61,EUR,posted
T000089,2025-12,N01,0400,1960.40,EUR,posted
T000090,2025-12,N01,0400,842.91,EUR,posted
T000091,2025-12,N01,0400,2322.29,EUR,posted
T000092,2025-12,N01,0610,-703.18,EUR,posted
T000093,2025-12,N01,0510,-427.11,EUR,posted
T000094,2025-12,N01,0400,1189.60,EUR,posted
T000095,2025-12,N01,0500,-890.59,EUR,posted
T000096,2025-12,N01,0500,-472.87,EUR,posted
T000097,2025-12,N01,0500,-996.33,EUR,posted
T000098,2025-12,N01,0410,525.58,EUR,posted
T000099,2025-12,N01,0500,-454.10,EUR,posted
T000100,2025-12,N01,0510,-847.61,EUR,posted
T000101,2025-12,N01,0510,-2066.93,EUR,posted
T000102,2025-12,N01,0420,1714.21,EUR,cancelled
T000103,2025-12,N01,0510,-1542.88,EUR,posted
T000104,2025-12,N01,0500,-294.97,EUR,posted
T000105,2025-12,N01,0500,-1017.11,EUR,posted
T000106,2025-12,N01,0500,-589.58,EUR,posted
T000107,2025-12,N01,0400,2535.09,EUR,posted
T000108,2025-12,N01,0500,-500.17,EUR,posted
T000109,2025-12,N01,0500,-577.42,EUR,posted
T000110,2025-12,N01,0400,2060.20,EUR,posted
T000111,2025-12,N01,0510,-476.67,EUR,posted
T000112,2025-12,N01,0500,-547.97,EUR,posted
T000113,2025-12,N01,0610,-496.75,EUR,posted
T000114,2025-12,N01,0400,641.76,EUR,posted
T000115,2025-12,N01,0410,1118.15,EUR,posted
T000116,2025-12,N01,0400,921.03,EUR,posted
T000117,2025-12,N01,0500,-947.75,EUR,posted
T000118,2025-12,N01,0420,817.19,EUR,posted
T000119,2025-12,N01,0400,1575.09,EUR,posted
