transaction_id,period,entity,account_code,amount,currency,status
T000118,2026-01,N01,0500,-426.31,EUR,posted
T000119,2026-01,N01,0400,1300.45,EUR,posted
T000120,2026-01,N01,0500,-680.86,EUR,posted
T000121,2026-01,N01,0410,522.95,EUR,posted
T000122,2026-01,N01,0400,1644.93,EUR,posted
T000123,2026-01,N01,0400,1712.77,EUR,posted
T000124,2026-01,N01,0400,1840.00,EUR,posted
T000125,2026-01,N01,0500,-345.29,EUR,posted
T000126,2026-01,N01,0500,-252.72,EUR,posted
T000127,2026-01,N01,0500,-583.97,EUR,posted
T000128,2026-01,N01,0510,-592.00,EUR,posted
T000129,2026-01,N01,0510,-744.04,EUR,posted
T000130,2026-01,N01,0510,-422.46,EUR,posted
T000131,2026-01,N01,0610,-428.40,EUR,posted
