transaction_id,period,entity,account_code,amount,currency,status
T000086,2025-10,N01,0420,-333.89,EUR,posted
T000087,2025-10,N01,0500,-1034.00,EUR,posted
T000088,2025-10,N01,0400,550.64,EUR,posted
T000089,2025-10,N01,0500,-421.22,EUR,posted
T000090,2025-10,N01,0400,2226.71,EUR,posted
T000091,2025-10,N01,0410,1638.78,EUR,posted
T000092,2025-10,N01,0500,-408.07,EUR,cancelled
T000093,2025-10,N01,0410,585.43,EUR,posted
T000094,2025-10,N01,0500,-1149.03,EUR,posted
T000095,2025-10,N01,0500,-714.57,EUR,posted
T000096,2025-10,N01,0400,793.89,EUR,posted
T000097,2025-10,N01,0400,-531.42,EUR,posted
T000098,2025-10,N01,0510,-1449.89,EUR,posted
T000099,2025-10,N01,0400,2210.02,EUR,posted
T000100,2025-10,N01,0600,-1074.19,EUR,posted
T000101,2025-10,N01,0400,642.79,EUR,posted
T000102,2025-10,N01,0400,1657.70,EUR,posted
T000103,2025-10,N01,0400,1372.67,EUR,posted
T000104,2025-10,N01,0400,1872.96,EUR,posted
T000105,2025-10,N01,0420,974.72,EUR,posted
T000106,2025-10,N01,0400,1944.06,EUR,posted
T000107,2025-10,N01,0420,1121.40,EUR,posted
T000108,2025-10,N01,0610,-517.27,EUR,posted
T000109,2025-10,N01,0400,2065.04,EUR,posted
T000110,2025-10,N01,0400,1649.10,EUR,posted
T000111,2025-10,N01,0400,1168.25,EUR,posted
T000112,2025-10,N01,0500,255.26,EUR,posted
T000113,2025-10,N01,0400,1422.95,EUR,posted
T000114,2025-10,N01,0420,1219.01,EUR,posted
T000115,2025-10,N01,0400,901.68,EUR,posted
T000116,2025-10,N01,0410,1242.91,EUR,posted
T000117,2025-10,N01,0500,-678.77,EUR,posted
