transaction_id,period,entity,account_code,amount,currency,status
T000060,2026-01,N02,0400,350.56,EUR,posted
T000061,2026-01,N02,0410,-472.07,EUR,posted
T000062,2026-01,N02,0400,138.65,EUR,posted
T000063,2026-01,N02,0510,-329.67,EUR,posted
T000064,2026-01,N02,0420,779.93,EUR,posted
T000065,2026-01,N02,0400,98.95,EUR,posted
T000066,2026-01,N02,0500,-350.65,EUR,posted
T000067,2026-01,N02,0500,-369.15,EUR,posted
T000068,2026-01,N02,0400,271.19,EUR,posted
T000069,2026-01,N02,0400,340.03,EUR,posted
T000070,2026-01,N02,0410,2165.68,EUR,posted
T000071,2026-01,N02,0510,-715.35,EUR,posted
T000072,2026-01,N02,0400,239.35,EUR,posted
T000073,2026-01,N02,0400,89.89,EUR,posted
T000074,2026-01,N02,0420,-395.38,EUR,posted
T000075,2026-01,N02,0500,-305.54,EUR,posted
T000076,2026-01,N02,0400,371.75,EUR,posted
T000077,2026-01,N02,0410,4333.60,EUR,posted
T000078,2026-01,N02,0400,261.08,EUR,posted
T000079,2026-01,N02,0400,156.34,EUR,posted
T000080,2026-01,N02,0410,3730.28,EUR,posted
T000081,2026-01,N02,0400,261.98,EUR,posted
T000082,2026-01,N02,0400,195.52,EUR,posted
T000083,2026-01,N02,0400,128.43,EUR,posted
T000084,2026-01,N02,0500,-140.40,EUR,posted
T000085,2026-01,N02,0610,-470.41,EUR,posted
T000086,2026-01,N02,0500,-123.29,EUR,posted
T000087,2026-01,N02,0600,-411.21,EUR,posted
T000088,2026-01,N02,0410,1323.30,EUR,posted
T000089,2026-01,N02,0410,2606.12,EUR,posted
T000090,2026-01,N02,0500,-310.78,EUR,posted
T000091,2026-01,N02,0500,-525.61,EUR,posted
T000092,2026-01,N02,0500,-141.88,EUR,posted
T000093,2026-01,N02,0500,-534.23,EUR,posted
T000094,2026-01,N02,0510,-1053.87,EUR,posted
T000095,2026-01,N02,0400,95.19,EUR,posted
T000096,2026-01,N02,0500,-126.74,EUR,posted
T000097,2026-01,N02,0400,119.35,EUR,posted
T000098,2026-01,N02,0420,214.96,EUR,posted
T000099,2026-01,N02,0420,875.38,EUR,posted
T000100,2026-01,N02,0400,91.61,EUR,posted
T000101,2026-01,N02,0400,346.13,EUR,posted
T000102,2026-01,N02,0510,-279.94,EUR,posted
T000103,2026-01,N02,0500,-447.13,EUR,posted
T000104,2026-01,N02,0600,-1486.09,EUR,posted
T000105,2026-01,N02,0420,898.58,EUR,posted
T000106,2026-01,N02,0400,146.50,EUR,posted
T000107,2026-01,N02,0500,-403.29,EUR,posted
T000108,2026-01,N02,0410,-208.18,EUR,posted
T000109,2026-01,N02,0500,372.06,EUR,posted
T000110,2026-01,N02,0420,927.14,EUR,posted
T000111,2026-01,N02,0420,-427.14,EUR,posted
T000112,2026-01,N02,0400,252.94,EUR,posted
T000113,2026-01,N02,0400,354.11,EUR,posted
T000114,2026-01,N02,0420,211.59,EUR,posted
T000115,2026-01,N02,0500,-515.02,EUR,posted
T000116,2026-01,N02,0410,3028.49,EUR,posted
T000117,2026-01,N02,0510,-439.03,EUR,posted
T000118,2026-01,N02,0400,271.78,EUR,posted
T000119,2026-01,N02,0400,222.31,EUR,posted
T000120,2026-01,N02,0500,-428.98,EUR,posted
T000121,2026-01,N02,0610,-696.92,EUR,posted
